leg_id,season,week,game_type,gameday,game_id,league,team,opponent,side,archived_reference_line,source_spread_line,teased_line,game_total,geometry_class,track,shape,secondary_reason,key_numbers_crossed,p_raw,bump,p_est,total_ok,final_margin,home_score,away_score,outcome,won,cover_margin,total_bucket,p_est_bucket,line_provenance
2024_11_KC_BUF-KC,2024,11,REG,2024-11-17,2024_11_KC_BUF,NFL,KC,BUF,away,2.5,2.5,8.5,46.5,PRIMARY,LIVE,+2.5,,2,0.6664412874896358,0.07,0.7364412874896358,True,-9,30,21,LOSS,0.0,-0.5,45.5-47,72-73.9%,archived_reference_line
2024_12_NE_MIA-MIA,2024,12,REG,2024-11-24,2024_12_NE_MIA,NFL,MIA,NE,home,-7.5,7.5,-1.5,46.0,PRIMARY,LIVE,-7.5,,2,0.6681398851771989,0.07,0.738139885177199,True,19,34,15,WIN,1.0,17.5,45.5-47,72-73.9%,archived_reference_line
2024_13_IND_NE-NE,2024,13,REG,2024-12-01,2024_13_IND_NE,NFL,NE,IND,home,2.5,-2.5,8.5,41.5,PRIMARY,LIVE,+2.5,,2,0.6850713499837193,0.07,0.7550713499837194,True,-1,24,25,WIN,1.0,7.5,40.5-43,>=74%,archived_reference_line
2024_15_DAL_CAR-DAL,2024,15,REG,2024-12-15,2024_15_DAL_CAR,NFL,DAL,CAR,away,2.5,2.5,8.5,42.0,PRIMARY,LIVE,+2.5,,2,0.6830306580593271,0.07,0.7530306580593271,True,16,14,30,WIN,1.0,24.5,40.5-43,>=74%,archived_reference_line
2024_15_MIA_HOU-MIA,2024,15,REG,2024-12-15,2024_15_MIA_HOU,NFL,MIA,HOU,away,2.5,2.5,8.5,46.5,PRIMARY,LIVE,+2.5,,2,0.6664412874896358,0.07,0.7364412874896358,True,-8,20,12,WIN,1.0,0.5,45.5-47,72-73.9%,archived_reference_line
2024_15_WAS_NO-WAS,2024,15,REG,2024-12-15,2024_15_WAS_NO,NFL,WAS,NO,away,-7.5,-7.5,-1.5,44.5,PRIMARY,LIVE,-7.5,,2,0.6734422108808652,0.07,0.7434422108808652,True,1,19,20,LOSS,0.0,-0.5,43.5-45,>=74%,archived_reference_line
2024_16_JAX_LV-JAX,2024,16,REG,2024-12-22,2024_16_JAX_LV,NFL,JAX,LV,away,2.5,2.5,8.5,41.5,PRIMARY,LIVE,+2.5,,2,0.6850713499837193,0.07,0.7550713499837194,True,-5,19,14,WIN,1.0,3.5,40.5-43,>=74%,archived_reference_line
2024_16_MIN_SEA-SEA,2024,16,REG,2024-12-22,2024_16_MIN_SEA,NFL,SEA,MIN,home,2.5,-2.5,8.5,43.0,PRIMARY,LIVE,+2.5,,2,0.6790759056139628,0.07,0.7490759056139629,True,-3,24,27,WIN,1.0,5.5,40.5-43,>=74%,archived_reference_line
2024_17_DAL_PHI-PHI,2024,17,REG,2024-12-29,2024_17_DAL_PHI,NFL,PHI,DAL,home,-7.5,7.5,-1.5,37.5,PRIMARY,LIVE,-7.5,,2,0.7030985713961488,0.07,0.7730985713961489,True,34,41,7,WIN,1.0,32.5,<=40,>=74%,archived_reference_line
2024_17_IND_NYG-IND,2024,17,REG,2024-12-29,2024_17_IND_NYG,NFL,IND,NYG,away,-7.5,-7.5,-1.5,40.5,PRIMARY,LIVE,-7.5,,2,0.6892858751269062,0.07,0.7592858751269063,True,-12,45,33,LOSS,0.0,-13.5,40.5-43,>=74%,archived_reference_line
2024_18_HOU_TEN-HOU,2024,18,REG,2025-01-05,2024_18_HOU_TEN,NFL,HOU,TEN,away,2.5,2.5,8.5,36.5,PRIMARY,LIVE,+2.5,,2,0.7081352362117709,0.07,0.7781352362117708,True,9,14,23,WIN,1.0,17.5,<=40,>=74%,archived_reference_line
2024_18_MIA_NYJ-MIA,2024,18,REG,2025-01-05,2024_18_MIA_NYJ,NFL,MIA,NYJ,away,1.5,1.5,7.5,39.5,PRIMARY,LIVE,+1.5,,2,0.6936871859805309,0.07,0.763687185980531,True,-12,32,20,LOSS,0.0,-4.5,<=40,>=74%,archived_reference_line
2024_18_SEA_LA-SEA,2024,18,REG,2025-01-05,2024_18_SEA_LA,NFL,SEA,LA,away,-7.5,-7.5,-1.5,38.5,PRIMARY,LIVE,-7.5,,2,0.6982871529359227,0.07,0.7682871529359228,True,5,25,30,WIN,1.0,3.5,<=40,>=74%,archived_reference_line
