# NFL 2026 Week 2 — REAL SPORTSBOOK BOARD as of 2026-09-20 09:44 ET.
# Transcribed from two operator screenshots. Authoritative for today's run.
# No consensus / nflverse / search / prior-snapshot value substituted anywhere.
# Board labels kickoffs 'EST'; on 2026-09-20 US Eastern is EDT, so -04:00 is used.
# NO teaser payout menu appears in these screenshots -> EV cannot be finalised.
game_id,season,week,kickoff,away_team,home_team,team,spread,total,sportsbook,captured_at,source_reference,raw_source_value,notes
2026_02_GB_NYJ,2026,2,2026-09-20T13:00:00-04:00,GB,NYJ,GB,-3,44,USER_SPORTSBOOK_SCREENSHOT,2026-09-20T09:44:02-04:00,user sportsbook screenshot (2026-09-20 morning board),GB -3 -120 (o/u 44),attached screenshots (2): Sunday 9/20 board + Monday 9/21 game. NO teaser payout menu visible.
2026_02_GB_NYJ,2026,2,2026-09-20T13:00:00-04:00,GB,NYJ,NYJ,3,44,USER_SPORTSBOOK_SCREENSHOT,2026-09-20T09:44:02-04:00,user sportsbook screenshot (2026-09-20 morning board),NYJ +3 +100 (o/u 44),attached screenshots (2): Sunday 9/20 board + Monday 9/21 game. NO teaser payout menu visible.
2026_02_MIN_CHI,2026,2,2026-09-20T13:00:00-04:00,MIN,CHI,MIN,4.5,47,USER_SPORTSBOOK_SCREENSHOT,2026-09-20T09:44:02-04:00,user sportsbook screenshot (2026-09-20 morning board),MIN +4.5 -110 (o/u 47),attached screenshots (2): Sunday 9/20 board + Monday 9/21 game. NO teaser payout menu visible.
2026_02_MIN_CHI,2026,2,2026-09-20T13:00:00-04:00,MIN,CHI,CHI,-4.5,47,USER_SPORTSBOOK_SCREENSHOT,2026-09-20T09:44:02-04:00,user sportsbook screenshot (2026-09-20 morning board),CHI -4.5 -110 (o/u 47),attached screenshots (2): Sunday 9/20 board + Monday 9/21 game. NO teaser payout menu visible.
2026_02_PIT_NE,2026,2,2026-09-20T13:00:00-04:00,PIT,NE,PIT,5.5,41.5,USER_SPORTSBOOK_SCREENSHOT,2026-09-20T09:44:02-04:00,user sportsbook screenshot (2026-09-20 morning board),PIT +5.5 -110 (o/u 41.5),attached screenshots (2): Sunday 9/20 board + Monday 9/21 game. NO teaser payout menu visible.
2026_02_PIT_NE,2026,2,2026-09-20T13:00:00-04:00,PIT,NE,NE,-5.5,41.5,USER_SPORTSBOOK_SCREENSHOT,2026-09-20T09:44:02-04:00,user sportsbook screenshot (2026-09-20 morning board),NE -5.5 -110 (o/u 41.5),attached screenshots (2): Sunday 9/20 board + Monday 9/21 game. NO teaser payout menu visible.
2026_02_CAR_ATL,2026,2,2026-09-20T13:00:00-04:00,CAR,ATL,CAR,-2.5,43.5,USER_SPORTSBOOK_SCREENSHOT,2026-09-20T09:44:02-04:00,user sportsbook screenshot (2026-09-20 morning board),CAR -2.5 -115 (o/u 43.5),attached screenshots (2): Sunday 9/20 board + Monday 9/21 game. NO teaser payout menu visible.
2026_02_CAR_ATL,2026,2,2026-09-20T13:00:00-04:00,CAR,ATL,ATL,2.5,43.5,USER_SPORTSBOOK_SCREENSHOT,2026-09-20T09:44:02-04:00,user sportsbook screenshot (2026-09-20 morning board),ATL +2.5 -105 (o/u 43.5),attached screenshots (2): Sunday 9/20 board + Monday 9/21 game. NO teaser payout menu visible.
2026_02_CLE_TB,2026,2,2026-09-20T13:00:00-04:00,CLE,TB,CLE,8.5,41.5,USER_SPORTSBOOK_SCREENSHOT,2026-09-20T09:44:02-04:00,user sportsbook screenshot (2026-09-20 morning board),CLE +8.5 -110 (o/u 41.5),attached screenshots (2): Sunday 9/20 board + Monday 9/21 game. NO teaser payout menu visible.
2026_02_CLE_TB,2026,2,2026-09-20T13:00:00-04:00,CLE,TB,TB,-8.5,41.5,USER_SPORTSBOOK_SCREENSHOT,2026-09-20T09:44:02-04:00,user sportsbook screenshot (2026-09-20 morning board),TB -8.5 -110 (o/u 41.5),attached screenshots (2): Sunday 9/20 board + Monday 9/21 game. NO teaser payout menu visible.
