# NFL 2026 Week 2 — REAL SPORTSBOOK BOARD, transcribed from operator screenshots.
# Authoritative grading input. No consensus/nflverse/search value substituted anywhere.
# Screenshot labels kickoffs 'EST'; on 2026-09-20 US Eastern is EDT (UTC-4), so -04:00 is used.
game_id,season,week,kickoff,away_team,home_team,team,spread,total,sportsbook,captured_at,source_reference,raw_source_value,notes
2026_02_GB_NYJ,2026,2,2026-09-20T13:00:00-04:00,GB,NYJ,GB,-3,44.5,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,GB -3 (o/u 44.5),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_GB_NYJ,2026,2,2026-09-20T13:00:00-04:00,GB,NYJ,NYJ,3,44.5,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,NYJ +3 (o/u 44.5),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_MIN_CHI,2026,2,2026-09-20T13:00:00-04:00,MIN,CHI,MIN,4.5,48,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,MIN +4.5 (o/u 48),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_MIN_CHI,2026,2,2026-09-20T13:00:00-04:00,MIN,CHI,CHI,-4.5,48,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,CHI -4.5 (o/u 48),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_PIT_NE,2026,2,2026-09-20T13:00:00-04:00,PIT,NE,PIT,5,41.5,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,PIT +5 (o/u 41.5),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_PIT_NE,2026,2,2026-09-20T13:00:00-04:00,PIT,NE,NE,-5,41.5,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,NE -5 (o/u 41.5),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_CAR_ATL,2026,2,2026-09-20T13:00:00-04:00,CAR,ATL,CAR,-2.5,43.5,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,CAR -2.5 (o/u 43.5),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_CAR_ATL,2026,2,2026-09-20T13:00:00-04:00,CAR,ATL,ATL,2.5,43.5,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,ATL +2.5 (o/u 43.5),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_CLE_TB,2026,2,2026-09-20T13:00:00-04:00,CLE,TB,CLE,8.5,41.5,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,CLE +8.5 (o/u 41.5),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_CLE_TB,2026,2,2026-09-20T13:00:00-04:00,CLE,TB,TB,-8.5,41.5,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,TB -8.5 (o/u 41.5),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_CIN_HOU,2026,2,2026-09-20T13:00:00-04:00,CIN,HOU,CIN,2.5,45.5,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,CIN +2.5 (o/u 45.5),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_CIN_HOU,2026,2,2026-09-20T13:00:00-04:00,CIN,HOU,HOU,-2.5,45.5,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,HOU -2.5 (o/u 45.5),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_NO_BAL,2026,2,2026-09-20T13:00:00-04:00,NO,BAL,NO,8.5,46,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,NO +8.5 (o/u 46),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_NO_BAL,2026,2,2026-09-20T13:00:00-04:00,NO,BAL,BAL,-8.5,46,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,BAL -8.5 (o/u 46),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
2026_02_PHI_TEN,2026,2,2026-09-20T13:00:00-04:00,PHI,TEN,PHI,-7,39,USER_SPORTSBOOK_SCREENSHOT,2026-09-19T14:50:00-04:00,user sportsbook screenshot,PHI -7 (o/u 39),"attached screenshots (4): Sun 9/20 + Mon 9/21 board, and 2-6T teaser payout menu"
